Question,Relevant Documents,Văn bản tham chiếu,Score,Relevant_Documents_Tokenized
Hình thức dạy học tự học có yêu cầu gì đặc biệt?,"(Document(metadata={}, page_content='e) Đáp ứng những yêu cầu về kết quả học tập đối với một số học phần chuyên môn đặc thù mà Đại học Quốc gia Hà Nội và đơn vị đào tạo có quy định bằng văn bản;'), 0.296887728527921)",e) Đáp ứng những yêu cầu về kết quả học tập đối với một số học phần chuyên môn đặc thù mà Đại học Quốc gia Hà Nội và đơn vị đào tạo có quy định bằng văn bản;,0.296887728527921,"['e', 'đáp ứng', 'những', 'yêu cầu', 'về', 'kết quả', 'học tập', 'đối với', 'một số', 'học', 'phần', 'chuyên môn', 'đặc thù', 'mà', 'đại học', 'quốc gia', 'hà nội', 'và', 'đơn vị', 'đào tạo', 'có', 'quy định', 'bằng', 'văn bản']"
Tại sao em cần phải chuẩn bị ít nhất 2 tiết trước mỗi giờ học lý thuyết khi lên đại học?,"(Document(metadata={}, page_content='2. Buộc thôi học'), 0.40070215990601477)",2. Buộc thôi học,0.40070215990601477,"['2', 'buộc', 'thôi', 'học']"
Tại sao em cần phải chuẩn bị ít nhất 2 tiết trước mỗi giờ học lý thuyết khi lên đại học?,"(Document(metadata={}, page_content='a) Một giờ tín chỉ lý thuyết bằng 01 tiết lý thuyết; để tiếp thu được 1 giờ tín chỉ lý thuyết sinh viên phải dành ít nhất 2 tiết chuẩn bị cá nhân;'), 0.3821415307587872)",a) Một giờ tín chỉ lý thuyết bằng 01 tiết lý thuyết; để tiếp thu được 1 giờ tín chỉ lý thuyết sinh viên phải dành ít nhất 2 tiết chuẩn bị cá nhân;,0.3821415307587872,"['a', 'một', 'giờ tín', 'chỉ', 'lý thuyết', 'bằng', '01', 'tiết', 'lý thuyết', 'để', 'tiếp thu', 'được', '1', 'giờ', 'tín', 'chỉ', 'lý thuyết', 'sinh viên', 'phải', 'dành', 'ít nhất', '2', 'tiết', 'chuẩn bị', 'cá nhân']"
Tại sao em cần phải chuẩn bị ít nhất 2 tiết trước mỗi giờ học lý thuyết khi lên đại học?,"(Document(metadata={}, page_content='d) Học phần tiên quyết của một học phần: sinh viên phải tích lũy trước khi học học phần đó;'), 0.34492228104154443)",d) Học phần tiên quyết của một học phần: sinh viên phải tích lũy trước khi học học phần đó;,0.34492228104154443,"['d', 'học', 'phần', 'tiên quyết', 'của', 'một', 'học', 'phần', 'sinh viên', 'phải', 'tích lũy', 'trước', 'khi', 'học', 'học', 'phần', 'đó']"
Tại sao em cần phải chuẩn bị ít nhất 2 tiết trước mỗi giờ học lý thuyết khi lên đại học?,"(Document(metadata={}, page_content='b) Một giờ tín chỉ thực hành bằng 2 - 3 tiết thực hành, thí nghiệm hoặc thảo luận; 3 - 6 tiết thực tập tại cơ sở; 3 - 4 tiết làm tiểu luận, bài tập lớn hoặc đồ án, khóa luận tốt nghiệp; một giờ tín chỉ bài tập bằng 2 tiết trên lớp; để tiếp thu được 1 giờ tín chỉ thực hành/bài tập sinh viên phải dành ít nhất 2 tiết chuẩn bị cá nhân;'), 0.3404295534308286)","b) Một giờ tín chỉ thực hành bằng 2 - 3 tiết thực hành, thí nghiệm hoặc thảo luận; 3 - 6 tiết thực tập tại cơ sở; 3 - 4 tiết làm tiểu luận, bài tập lớn hoặc đồ án, khóa luận tốt nghiệp; một giờ tín chỉ bài tập bằng 2 tiết trên lớp; để tiếp thu được 1 giờ tín chỉ thực hành/bài tập sinh viên phải dành ít nhất 2 tiết chuẩn bị cá nhân;",0.3404295534308286,"['b', 'một', 'giờ tín', 'chỉ', 'thực hành', 'bằng', '2', '3', 'tiết', 'thực hành', 'thí nghiệm', 'hoặc', 'thảo luận', '3', '6', 'tiết', 'thực tập', 'tại', 'cơ sở', '3', '4', 'tiết', 'làm', 'tiểu luận', 'bài tập', 'lớn', 'hoặc', 'đồ án', 'khóa luận', 'tốt nghiệp', 'một', 'giờ', 'tín', 'chỉ', 'bài tập', 'bằng', '2', 'tiết', 'trên', 'lớp', 'để', 'tiếp thu', 'được', '1', 'giờ tín', 'chỉ', 'thực hành', 'bài tập', 'sinh viên', 'phải', 'dành', 'ít nhất', '2', 'tiết', 'chuẩn bị', 'cá nhân']"
Khi nào em nên bắt đầu chuẩn bị cho giờ học lý thuyết ở đại học?,"(Document(metadata={}, page_content='a) Trước khi bắt đầu mỗi học kỳ, tùy theo khả năng và điều kiện học tập, sinh viên tham khảo ý kiến tư vấn của cố vấn học tập để đăng ký các học phần dự định sẽ học trong học kỳ đó;'), 0.3178910204274459)","a) Trước khi bắt đầu mỗi học kỳ, tùy theo khả năng và điều kiện học tập, sinh viên tham khảo ý kiến tư vấn của cố vấn học tập để đăng ký các học phần dự định sẽ học trong học kỳ đó;",0.3178910204274459,"['a', 'trước', 'khi', 'bắt đầu', 'mỗi', 'học kỳ', 'tùy', 'theo', 'khả năng', 'và', 'điều kiện', 'học tập', 'sinh viên', 'tham khảo', 'ý kiến', 'tư vấn', 'của', 'cố vấn', 'học tập', 'để', 'đăng ký', 'các', 'học', 'phần', 'dự định', 'sẽ', 'học', 'trong', 'học kỳ', 'đó']"
Khi nào em nên bắt đầu chuẩn bị cho giờ học lý thuyết ở đại học?,"(Document(metadata={}, page_content='a) Một giờ tín chỉ lý thuyết bằng 01 tiết lý thuyết; để tiếp thu được 1 giờ tín chỉ lý thuyết sinh viên phải dành ít nhất 2 tiết chuẩn bị cá nhân;'), 0.2672787245120477)",a) Một giờ tín chỉ lý thuyết bằng 01 tiết lý thuyết; để tiếp thu được 1 giờ tín chỉ lý thuyết sinh viên phải dành ít nhất 2 tiết chuẩn bị cá nhân;,0.2672787245120477,"['a', 'một', 'giờ tín', 'chỉ', 'lý thuyết', 'bằng', '01', 'tiết', 'lý thuyết', 'để', 'tiếp thu', 'được', '1', 'giờ', 'tín', 'chỉ', 'lý thuyết', 'sinh viên', 'phải', 'dành', 'ít nhất', '2', 'tiết', 'chuẩn bị', 'cá nhân']"
Khi nào em nên bắt đầu chuẩn bị cho giờ học lý thuyết ở đại học?,"(Document(metadata={}, page_content='1. Đào tạo văn bằng thứ hai theo hình thức vừa làm vừa học dành cho người đã có bằng đại học.'), 0.25406341157406287)",1. Đào tạo văn bằng thứ hai theo hình thức vừa làm vừa học dành cho người đã có bằng đại học.,0.25406341157406287,"['1', 'đào tạo', 'văn bằng', 'thứ', 'hai', 'theo', 'hình thức', 'vừa', 'làm', 'vừa', 'học', 'dành', 'cho', 'người', 'đã', 'có', 'bằng', 'đại học']"
Khi nào em nên bắt đầu chuẩn bị cho giờ học lý thuyết ở đại học?,"(Document(metadata={}, page_content='2. Trên cơ sở kế hoạch năm học do Đại học Quốc gia Hà Nội ban hành, đơn vị đào tạo xây dựng kế hoạch tổ chức đào tạo, lịch trình đào tạo chi tiết theo kế hoạch thống nhất, đảm bảo liên thông trong toàn Đại học Quốc gia Hà Nội và báo cáo Đại học Quốc gia Hà Nội trước ngày 31 tháng 7 hàng năm;'), 0.23772265693790418)","2. Trên cơ sở kế hoạch năm học do Đại học Quốc gia Hà Nội ban hành, đơn vị đào tạo xây dựng kế hoạch tổ chức đào tạo, lịch trình đào tạo chi tiết theo kế hoạch thống nhất, đảm bảo liên thông trong toàn Đại học Quốc gia Hà Nội và báo cáo Đại học Quốc gia Hà Nội trước ngày 31 tháng 7 hàng năm;",0.23772265693790418,"['2', 'trên', 'cơ sở', 'kế hoạch', 'năm học', 'do', 'đại học', 'quốc gia', 'hà nội', 'ban hành', 'đơn vị', 'đào tạo', 'xây dựng', 'kế hoạch', 'tổ chức', 'đào tạo', 'lịch trình', 'đào tạo', 'chi tiết', 'theo', 'kế hoạch', 'thống nhất', 'đảm bảo', 'liên thông', 'trong', 'toàn', 'đại học', 'quốc gia', 'hà nội', 'và', 'báo cáo', 'đại học', 'quốc gia', 'hà nội', 'trước', 'ngày', '31', 'tháng', '7', 'hàng', 'năm']"
Em cần dành bao nhiêu thời gian để chuẩn bị cho một giờ tín chỉ lý thuyết?,"(Document(metadata={}, page_content='a) Một giờ tín chỉ lý thuyết bằng 01 tiết lý thuyết; để tiếp thu được 1 giờ tín chỉ lý thuyết sinh viên phải dành ít nhất 2 tiết chuẩn bị cá nhân;'), 0.46037611254495214)",a) Một giờ tín chỉ lý thuyết bằng 01 tiết lý thuyết; để tiếp thu được 1 giờ tín chỉ lý thuyết sinh viên phải dành ít nhất 2 tiết chuẩn bị cá nhân;,0.46037611254495214,"['a', 'một', 'giờ tín', 'chỉ', 'lý thuyết', 'bằng', '01', 'tiết', 'lý thuyết', 'để', 'tiếp thu', 'được', '1', 'giờ', 'tín', 'chỉ', 'lý thuyết', 'sinh viên', 'phải', 'dành', 'ít nhất', '2', 'tiết', 'chuẩn bị', 'cá nhân']"
Em cần dành bao nhiêu thời gian để chuẩn bị cho một giờ tín chỉ lý thuyết?,"(Document(metadata={}, page_content='b) Một giờ tín chỉ thực hành bằng 2 - 3 tiết thực hành, thí nghiệm hoặc thảo luận; 3 - 6 tiết thực tập tại cơ sở; 3 - 4 tiết làm tiểu luận, bài tập lớn hoặc đồ án, khóa luận tốt nghiệp; một giờ tín chỉ bài tập bằng 2 tiết trên lớp; để tiếp thu được 1 giờ tín chỉ thực hành/bài tập sinh viên phải dành ít nhất 2 tiết chuẩn bị cá nhân;'), 0.37172561149889594)","b) Một giờ tín chỉ thực hành bằng 2 - 3 tiết thực hành, thí nghiệm hoặc thảo luận; 3 - 6 tiết thực tập tại cơ sở; 3 - 4 tiết làm tiểu luận, bài tập lớn hoặc đồ án, khóa luận tốt nghiệp; một giờ tín chỉ bài tập bằng 2 tiết trên lớp; để tiếp thu được 1 giờ tín chỉ thực hành/bài tập sinh viên phải dành ít nhất 2 tiết chuẩn bị cá nhân;",0.37172561149889594,"['b', 'một', 'giờ tín', 'chỉ', 'thực hành', 'bằng', '2', '3', 'tiết', 'thực hành', 'thí nghiệm', 'hoặc', 'thảo luận', '3', '6', 'tiết', 'thực tập', 'tại', 'cơ sở', '3', '4', 'tiết', 'làm', 'tiểu luận', 'bài tập', 'lớn', 'hoặc', 'đồ án', 'khóa luận', 'tốt nghiệp', 'một', 'giờ', 'tín', 'chỉ', 'bài tập', 'bằng', '2', 'tiết', 'trên', 'lớp', 'để', 'tiếp thu', 'được', '1', 'giờ tín', 'chỉ', 'thực hành', 'bài tập', 'sinh viên', 'phải', 'dành', 'ít nhất', '2', 'tiết', 'chuẩn bị', 'cá nhân']"
Em cần dành bao nhiêu thời gian để chuẩn bị cho một giờ tín chỉ lý thuyết?,"(Document(metadata={}, page_content='c) Một giờ tín chỉ tự học bắt buộc bằng 3 tiết tự học bắt buộc và được kiểm tra đánh giá.'), 0.24514319967412623)",c) Một giờ tín chỉ tự học bắt buộc bằng 3 tiết tự học bắt buộc và được kiểm tra đánh giá.,0.24514319967412623,"['c', 'một', 'giờ tín', 'chỉ', 'tự', 'học', 'bắt buộc', 'bằng', '3', 'tiết', 'tự', 'học', 'bắt buộc', 'và', 'được', 'kiểm tra', 'đánh giá']"
Em cần dành bao nhiêu thời gian để chuẩn bị cho một giờ tín chỉ lý thuyết?,"(Document(metadata={}, page_content='2. Tín chỉ là đại lượng xác định khối lượng kiến thức, kỹ năng mà sinh viên tích lũy được từ học phần trong 15 giờ tín chỉ.'), 0.23460421161658307)","2. Tín chỉ là đại lượng xác định khối lượng kiến thức, kỹ năng mà sinh viên tích lũy được từ học phần trong 15 giờ tín chỉ.",0.23460421161658307,"['2', 'tín', 'chỉ', 'là', 'đại lượng', 'xác định', 'khối lượng', 'kiến thức', 'kỹ năng', 'mà', 'sinh viên', 'tích', 'lũy', 'được', 'từ', 'học', 'phần', 'trong', '15', 'giờ', 'tín', 'chỉ']"
"Em có cần tham gia vào các lớp học trực tuyến không, hay chỉ cần học trực tiếp trên lớp?","(Document(metadata={}, page_content='a) Lý thuyết: sinh viên học tập trên lớp qua bài giảng trực tiếp của giảng viên tại lớp học hoặc qua các lớp học trực tuyến;'), 0.5014923020223607)",a) Lý thuyết: sinh viên học tập trên lớp qua bài giảng trực tiếp của giảng viên tại lớp học hoặc qua các lớp học trực tuyến;,0.5014923020223607,"['a', 'lý thuyết', 'sinh viên', 'học tập', 'trên', 'lớp', 'qua', 'bài', 'giảng', 'trực tiếp', 'của', 'giảng viên', 'tại', 'lớp học', 'hoặc', 'qua', 'các', 'lớp học', 'trực tuyến']"
"Em có cần tham gia vào các lớp học trực tuyến không, hay chỉ cần học trực tiếp trên lớp?","(Document(metadata={}, page_content='3. Dạy và học trực tuyến'), 0.38919501659132794)",3. Dạy và học trực tuyến,0.38919501659132794,"['3', 'dạy', 'và', 'học', 'trực tuyến']"
"Em có cần tham gia vào các lớp học trực tuyến không, hay chỉ cần học trực tiếp trên lớp?","(Document(metadata={}, page_content='e) Đối với các học phần chuyên môn thuộc khối kiến thức cơ bản trùng với học phần mà sinh viên đã đạt giải quốc gia, quốc tế, sinh viên có thể đăng ký tự học và nếu được thủ trưởng đơn vị đào tạo đồng ý, sinh viên có thể không lên lớp thường xuyên, nhưng phải dự thi tích lũy học phần;'), 0.35920032676473146)","e) Đối với các học phần chuyên môn thuộc khối kiến thức cơ bản trùng với học phần mà sinh viên đã đạt giải quốc gia, quốc tế, sinh viên có thể đăng ký tự học và nếu được thủ trưởng đơn vị đào tạo đồng ý, sinh viên có thể không lên lớp thường xuyên, nhưng phải dự thi tích lũy học phần;",0.35920032676473146,"['e', 'đối với', 'các', 'học', 'phần', 'chuyên môn', 'thuộc', 'khối', 'kiến thức', 'cơ bản', 'trùng', 'với', 'học', 'phần', 'mà', 'sinh viên', 'đã', 'đạt', 'giải', 'quốc gia', 'quốc tế', 'sinh viên', 'có thể', 'đăng ký', 'tự', 'học', 'và', 'nếu', 'được', 'thủ trưởng', 'đơn vị', 'đào tạo', 'đồng ý', 'sinh viên', 'có thể', 'không', 'lên lớp', 'thường xuyên', 'nhưng', 'phải', 'dự', 'thi tích', 'lũy', 'học', 'phần']"
"Em có cần tham gia vào các lớp học trực tuyến không, hay chỉ cần học trực tiếp trên lớp?","(Document(metadata={}, page_content='b) Đối với đào tạo theo hình thức chính quy và vừa làm vừa học, tối đa 30% tổng khối lượng của chương trình đào tạo được thực hiện bằng lớp học trực tuyến. Trong trường hợp thiên tai, dịch bệnh phức tạp và các trường hợp bất khả kháng khác, đơn vị đào tạo thực hiện theo hướng dẫn của Bộ Giáo dục và Đào tạo và của Đại học Quốc gia Hà Nội.'), 0.3196202213281508)","b) Đối với đào tạo theo hình thức chính quy và vừa làm vừa học, tối đa 30% tổng khối lượng của chương trình đào tạo được thực hiện bằng lớp học trực tuyến. Trong trường hợp thiên tai, dịch bệnh phức tạp và các trường hợp bất khả kháng khác, đơn vị đào tạo thực hiện theo hướng dẫn của Bộ Giáo dục và Đào tạo và của Đại học Quốc gia Hà Nội.",0.3196202213281508,"['b', 'đối với', 'đào tạo', 'theo', 'hình thức', 'chính quy', 'và', 'vừa', 'làm', 'vừa', 'học', 'tối đa', '30', 'tổng', 'khối lượng', 'của', 'chương trình', 'đào tạo', 'được', 'thực hiện', 'bằng', 'lớp học', 'trực tuyến', 'trong', 'trường hợp', 'thiên tai', 'dịch bệnh', 'phức tạp', 'và', 'các', 'trường hợp', 'bất khả kháng', 'khác', 'đơn vị', 'đào tạo', 'thực hiện', 'theo', 'hướng dẫn', 'của', 'bộ', 'giáo dục', 'và', 'đào tạo', 'và', 'của', 'đại học', 'quốc gia', 'hà nội']"
Tại sao em cần phải tham gia các giờ tín chỉ thực hành dưới sự hướng dẫn của giảng viên?,"(Document(metadata={}, page_content='b) Một giờ tín chỉ thực hành bằng 2 - 3 tiết thực hành, thí nghiệm hoặc thảo luận; 3 - 6 tiết thực tập tại cơ sở; 3 - 4 tiết làm tiểu luận, bài tập lớn hoặc đồ án, khóa luận tốt nghiệp; một giờ tín chỉ bài tập bằng 2 tiết trên lớp; để tiếp thu được 1 giờ tín chỉ thực hành/bài tập sinh viên phải dành ít nhất 2 tiết chuẩn bị cá nhân;'), 0.31379122788539715)","b) Một giờ tín chỉ thực hành bằng 2 - 3 tiết thực hành, thí nghiệm hoặc thảo luận; 3 - 6 tiết thực tập tại cơ sở; 3 - 4 tiết làm tiểu luận, bài tập lớn hoặc đồ án, khóa luận tốt nghiệp; một giờ tín chỉ bài tập bằng 2 tiết trên lớp; để tiếp thu được 1 giờ tín chỉ thực hành/bài tập sinh viên phải dành ít nhất 2 tiết chuẩn bị cá nhân;",0.31379122788539715,"['b', 'một', 'giờ tín', 'chỉ', 'thực hành', 'bằng', '2', '3', 'tiết', 'thực hành', 'thí nghiệm', 'hoặc', 'thảo luận', '3', '6', 'tiết', 'thực tập', 'tại', 'cơ sở', '3', '4', 'tiết', 'làm', 'tiểu luận', 'bài tập', 'lớn', 'hoặc', 'đồ án', 'khóa luận', 'tốt nghiệp', 'một', 'giờ', 'tín', 'chỉ', 'bài tập', 'bằng', '2', 'tiết', 'trên', 'lớp', 'để', 'tiếp thu', 'được', '1', 'giờ tín', 'chỉ', 'thực hành', 'bài tập', 'sinh viên', 'phải', 'dành', 'ít nhất', '2', 'tiết', 'chuẩn bị', 'cá nhân']"
Tại sao em cần phải tham gia các giờ tín chỉ thực hành dưới sự hướng dẫn của giảng viên?,"(Document(metadata={}, page_content='- Tích cực tham gia nghiên cứu khoa học dưới sự hướng dẫn của giảng viên hướng dẫn, tham gia các nhóm nghiên cứu;'), 0.31067897815080725)","- Tích cực tham gia nghiên cứu khoa học dưới sự hướng dẫn của giảng viên hướng dẫn, tham gia các nhóm nghiên cứu;",0.31067897815080725,"['tích cực', 'tham gia', 'nghiên cứu', 'khoa học', 'dưới', 'sự', 'hướng dẫn', 'của', 'giảng viên', 'hướng dẫn', 'tham gia', 'các', 'nhóm', 'nghiên cứu']"
Tại sao em cần phải tham gia các giờ tín chỉ thực hành dưới sự hướng dẫn của giảng viên?,"(Document(metadata={}, page_content='b) Thực hành: sinh viên học tập qua thực hành, thực tập, làm thí nghiệm, làm bài tập, thảo luận, đọc và nghiên cứu tài liệu dưới sự hướng dẫn của giảng viên;'), 0.306130026644178)","b) Thực hành: sinh viên học tập qua thực hành, thực tập, làm thí nghiệm, làm bài tập, thảo luận, đọc và nghiên cứu tài liệu dưới sự hướng dẫn của giảng viên;",0.306130026644178,"['b', 'thực hành', 'sinh viên', 'học tập', 'qua', 'thực hành', 'thực tập', 'làm', 'thí nghiệm', 'làm', 'bài tập', 'thảo luận', 'đọc', 'và', 'nghiên cứu', 'tài liệu', 'dưới', 'sự', 'hướng dẫn', 'của', 'giảng viên']"
Tại sao em cần phải tham gia các giờ tín chỉ thực hành dưới sự hướng dẫn của giảng viên?,"(Document(metadata={}, page_content='3. Trách nhiệm của giáo viên chủ nhiệm, cố vấn học tập'), 0.3003337391558687)","3. Trách nhiệm của giáo viên chủ nhiệm, cố vấn học tập",0.3003337391558687,"['3', 'trách nhiệm', 'của', 'giáo viên', 'chủ nhiệm', 'cố vấn', 'học tập']"
Làm thế nào để em có thể đảm bảo tiếp thu được kiến thức trong giờ tín chỉ lý thuyết?,"(Document(metadata={}, page_content='a) Một giờ tín chỉ lý thuyết bằng 01 tiết lý thuyết; để tiếp thu được 1 giờ tín chỉ lý thuyết sinh viên phải dành ít nhất 2 tiết chuẩn bị cá nhân;'), 0.36038794066207147)",a) Một giờ tín chỉ lý thuyết bằng 01 tiết lý thuyết; để tiếp thu được 1 giờ tín chỉ lý thuyết sinh viên phải dành ít nhất 2 tiết chuẩn bị cá nhân;,0.36038794066207147,"['a', 'một', 'giờ tín', 'chỉ', 'lý thuyết', 'bằng', '01', 'tiết', 'lý thuyết', 'để', 'tiếp thu', 'được', '1', 'giờ', 'tín', 'chỉ', 'lý thuyết', 'sinh viên', 'phải', 'dành', 'ít nhất', '2', 'tiết', 'chuẩn bị', 'cá nhân']"
Làm thế nào để em có thể đảm bảo tiếp thu được kiến thức trong giờ tín chỉ lý thuyết?,"(Document(metadata={}, page_content='1. Hình thức dạy học'), 0.352199988108163)",1. Hình thức dạy học,0.352199988108163,"['1', 'hình thức', 'dạy học']"
Làm thế nào để em có thể đảm bảo tiếp thu được kiến thức trong giờ tín chỉ lý thuyết?,"(Document(metadata={}, page_content='c) Một giờ tín chỉ tự học bắt buộc bằng 3 tiết tự học bắt buộc và được kiểm tra đánh giá.'), 0.3447485095851339)",c) Một giờ tín chỉ tự học bắt buộc bằng 3 tiết tự học bắt buộc và được kiểm tra đánh giá.,0.3447485095851339,"['c', 'một', 'giờ tín', 'chỉ', 'tự', 'học', 'bắt buộc', 'bằng', '3', 'tiết', 'tự', 'học', 'bắt buộc', 'và', 'được', 'kiểm tra', 'đánh giá']"
Làm thế nào để em có thể đảm bảo tiếp thu được kiến thức trong giờ tín chỉ lý thuyết?,"(Document(metadata={}, page_content='b) Sử dụng linh hoạt các phương pháp giảng dạy tiên tiến, công nghệ dạy học hiện đại; tăng cường thuyết trình kèm theo đối thoại; thảo luận nhóm theo chủ đề; sử dụng công nghệ, trang thiết bị hiện đại nhằm phát huy tính chủ động khám phá tri thức cho người học ở các bậc nhận thức cao;'), 0.33708536958888324)","b) Sử dụng linh hoạt các phương pháp giảng dạy tiên tiến, công nghệ dạy học hiện đại; tăng cường thuyết trình kèm theo đối thoại; thảo luận nhóm theo chủ đề; sử dụng công nghệ, trang thiết bị hiện đại nhằm phát huy tính chủ động khám phá tri thức cho người học ở các bậc nhận thức cao;",0.33708536958888324,"['b', 'sử dụng', 'linh hoạt', 'các', 'phương pháp', 'giảng dạy', 'tiên tiến', 'công nghệ', 'dạy học', 'hiện đại', 'tăng cường', 'thuyết trình', 'kèm', 'theo', 'đối thoại', 'thảo luận', 'nhóm', 'theo', 'chủ đề', 'sử dụng', 'công nghệ', 'trang thiết bị', 'hiện đại', 'nhằm', 'phát huy', 'tính', 'chủ động', 'khám phá', 'tri thức', 'cho', 'người', 'học', 'ở', 'các', 'bậc', 'nhận thức', 'cao']"
Em cần chuẩn bị bao nhiêu thời gian cho mỗi giờ tín chỉ thực hành?,"(Document(metadata={}, page_content='b) Một giờ tín chỉ thực hành bằng 2 - 3 tiết thực hành, thí nghiệm hoặc thảo luận; 3 - 6 tiết thực tập tại cơ sở; 3 - 4 tiết làm tiểu luận, bài tập lớn hoặc đồ án, khóa luận tốt nghiệp; một giờ tín chỉ bài tập bằng 2 tiết trên lớp; để tiếp thu được 1 giờ tín chỉ thực hành/bài tập sinh viên phải dành ít nhất 2 tiết chuẩn bị cá nhân;'), 0.42998330358732173)","b) Một giờ tín chỉ thực hành bằng 2 - 3 tiết thực hành, thí nghiệm hoặc thảo luận; 3 - 6 tiết thực tập tại cơ sở; 3 - 4 tiết làm tiểu luận, bài tập lớn hoặc đồ án, khóa luận tốt nghiệp; một giờ tín chỉ bài tập bằng 2 tiết trên lớp; để tiếp thu được 1 giờ tín chỉ thực hành/bài tập sinh viên phải dành ít nhất 2 tiết chuẩn bị cá nhân;",0.42998330358732173,"['b', 'một', 'giờ tín', 'chỉ', 'thực hành', 'bằng', '2', '3', 'tiết', 'thực hành', 'thí nghiệm', 'hoặc', 'thảo luận', '3', '6', 'tiết', 'thực tập', 'tại', 'cơ sở', '3', '4', 'tiết', 'làm', 'tiểu luận', 'bài tập', 'lớn', 'hoặc', 'đồ án', 'khóa luận', 'tốt nghiệp', 'một', 'giờ', 'tín', 'chỉ', 'bài tập', 'bằng', '2', 'tiết', 'trên', 'lớp', 'để', 'tiếp thu', 'được', '1', 'giờ tín', 'chỉ', 'thực hành', 'bài tập', 'sinh viên', 'phải', 'dành', 'ít nhất', '2', 'tiết', 'chuẩn bị', 'cá nhân']"
Em cần chuẩn bị bao nhiêu thời gian cho mỗi giờ tín chỉ thực hành?,"(Document(metadata={}, page_content='a) Một giờ tín chỉ lý thuyết bằng 01 tiết lý thuyết; để tiếp thu được 1 giờ tín chỉ lý thuyết sinh viên phải dành ít nhất 2 tiết chuẩn bị cá nhân;'), 0.31882845063202525)",a) Một giờ tín chỉ lý thuyết bằng 01 tiết lý thuyết; để tiếp thu được 1 giờ tín chỉ lý thuyết sinh viên phải dành ít nhất 2 tiết chuẩn bị cá nhân;,0.31882845063202525,"['a', 'một', 'giờ tín', 'chỉ', 'lý thuyết', 'bằng', '01', 'tiết', 'lý thuyết', 'để', 'tiếp thu', 'được', '1', 'giờ', 'tín', 'chỉ', 'lý thuyết', 'sinh viên', 'phải', 'dành', 'ít nhất', '2', 'tiết', 'chuẩn bị', 'cá nhân']"
Em cần chuẩn bị bao nhiêu thời gian cho mỗi giờ tín chỉ thực hành?,"(Document(metadata={}, page_content='Thời gian hoạt động giảng dạy và học tập theo hình thức đào tạo chính quy của đơn vị đào tạo từ 06 giờ đến 20 giờ hàng ngày (trừ Chủ nhật) và thống nhất trong toàn Đại học Quốc gia Hà Nội. Một tiết học là 50 phút. Thời gian nghỉ giữa hai tiết học không quá 10 phút. Thời gian tổ chức những hoạt động đặc thù của chương trình đào tạo được thực hiện theo quy định của đơn vị đào tạo.'), 0.25251282901734706)",Thời gian hoạt động giảng dạy và học tập theo hình thức đào tạo chính quy của đơn vị đào tạo từ 06 giờ đến 20 giờ hàng ngày (trừ Chủ nhật) và thống nhất trong toàn Đại học Quốc gia Hà Nội. Một tiết học là 50 phút. Thời gian nghỉ giữa hai tiết học không quá 10 phút. Thời gian tổ chức những hoạt động đặc thù của chương trình đào tạo được thực hiện theo quy định của đơn vị đào tạo.,0.25251282901734706,"['thời gian', 'hoạt động', 'giảng dạy', 'và', 'học tập', 'theo', 'hình thức', 'đào tạo', 'chính quy', 'của', 'đơn vị', 'đào tạo', 'từ', '06', 'giờ', 'đến', '20', 'giờ', 'hàng', 'ngày', 'trừ', 'chủ nhật', 'và', 'thống nhất', 'trong', 'toàn', 'đại học', 'quốc gia', 'hà nội', 'một', 'tiết học', 'là', '50', 'phút', 'thời gian', 'nghỉ', 'giữa', 'hai', 'tiết học', 'không', 'quá', '10', 'phút', 'thời gian', 'tổ chức', 'những', 'hoạt động', 'đặc thù', 'của', 'chương trình', 'đào tạo', 'được', 'thực hiện', 'theo', 'quy định', 'của', 'đơn vị', 'đào tạo']"
Em cần chuẩn bị bao nhiêu thời gian cho mỗi giờ tín chỉ thực hành?,"(Document(metadata={}, page_content='2. Tín chỉ là đại lượng xác định khối lượng kiến thức, kỹ năng mà sinh viên tích lũy được từ học phần trong 15 giờ tín chỉ.'), 0.24029117017985502)","2. Tín chỉ là đại lượng xác định khối lượng kiến thức, kỹ năng mà sinh viên tích lũy được từ học phần trong 15 giờ tín chỉ.",0.24029117017985502,"['2', 'tín', 'chỉ', 'là', 'đại lượng', 'xác định', 'khối lượng', 'kiến thức', 'kỹ năng', 'mà', 'sinh viên', 'tích', 'lũy', 'được', 'từ', 'học', 'phần', 'trong', '15', 'giờ', 'tín', 'chỉ']"
