Question,Relevant Documents
"Một giờ tín chỉ thực hành có thể bao gồm bao nhiêu tiết thực hành, thí nghiệm hoặc thảo luận?","(Document(metadata={}, page_content='b) Một giờ tín chỉ thực hành bằng 2 - 3 tiết thực hành, thí nghiệm hoặc thảo luận; 3 - 6 tiết thực tập tại cơ sở; 3 - 4 tiết làm tiểu luận, bài tập lớn hoặc đồ án, khóa luận tốt nghiệp; một giờ tín chỉ bài tập bằng 2 tiết trên lớp; để tiếp thu được 1 giờ tín chỉ thực hành/bài tập sinh viên phải dành ít nhất 2 tiết chuẩn bị cá nhân;'), 0.5726602060124011)"
"Một giờ tín chỉ thực hành có thể bao gồm bao nhiêu tiết thực hành, thí nghiệm hoặc thảo luận?","(Document(metadata={}, page_content='a) Một giờ tín chỉ lý thuyết bằng 01 tiết lý thuyết; để tiếp thu được 1 giờ tín chỉ lý thuyết sinh viên phải dành ít nhất 2 tiết chuẩn bị cá nhân;'), 0.3742787832879889)"
"Một giờ tín chỉ thực hành có thể bao gồm bao nhiêu tiết thực hành, thí nghiệm hoặc thảo luận?","(Document(metadata={}, page_content='2. Tín chỉ là đại lượng xác định khối lượng kiến thức, kỹ năng mà sinh viên tích lũy được từ học phần trong 15 giờ tín chỉ.'), 0.3152087106945156)"
"Một giờ tín chỉ thực hành có thể bao gồm bao nhiêu tiết thực hành, thí nghiệm hoặc thảo luận?","(Document(metadata={}, page_content='b) Thực hành: sinh viên học tập qua thực hành, thực tập, làm thí nghiệm, làm bài tập, thảo luận, đọc và nghiên cứu tài liệu dưới sự hướng dẫn của giảng viên;'), 0.29356752624277827)"
"Để tiếp thu được 1 giờ tín chỉ thực hành hoặc bài tập, sinh viên cần chuẩn bị cá nhân bao nhiêu tiết?","(Document(metadata={}, page_content='b) Một giờ tín chỉ thực hành bằng 2 - 3 tiết thực hành, thí nghiệm hoặc thảo luận; 3 - 6 tiết thực tập tại cơ sở; 3 - 4 tiết làm tiểu luận, bài tập lớn hoặc đồ án, khóa luận tốt nghiệp; một giờ tín chỉ bài tập bằng 2 tiết trên lớp; để tiếp thu được 1 giờ tín chỉ thực hành/bài tập sinh viên phải dành ít nhất 2 tiết chuẩn bị cá nhân;'), 0.586185382580638)"
"Để tiếp thu được 1 giờ tín chỉ thực hành hoặc bài tập, sinh viên cần chuẩn bị cá nhân bao nhiêu tiết?","(Document(metadata={}, page_content='a) Một giờ tín chỉ lý thuyết bằng 01 tiết lý thuyết; để tiếp thu được 1 giờ tín chỉ lý thuyết sinh viên phải dành ít nhất 2 tiết chuẩn bị cá nhân;'), 0.5679979216301261)"
"Để tiếp thu được 1 giờ tín chỉ thực hành hoặc bài tập, sinh viên cần chuẩn bị cá nhân bao nhiêu tiết?","(Document(metadata={}, page_content='2. Tín chỉ là đại lượng xác định khối lượng kiến thức, kỹ năng mà sinh viên tích lũy được từ học phần trong 15 giờ tín chỉ.'), 0.3700522130256194)"
"Để tiếp thu được 1 giờ tín chỉ thực hành hoặc bài tập, sinh viên cần chuẩn bị cá nhân bao nhiêu tiết?","(Document(metadata={}, page_content='3. Giờ tín chỉ là đại lượng đo thời lượng học tập của sinh viên, được phân thành ba loại theo các hình thức dạy học và được xác định như sau:'), 0.33822270229594964)"
Một giờ tín chỉ thực tập tại cơ sở có thể kéo dài bao nhiêu tiết?,"(Document(metadata={}, page_content='b) Một giờ tín chỉ thực hành bằng 2 - 3 tiết thực hành, thí nghiệm hoặc thảo luận; 3 - 6 tiết thực tập tại cơ sở; 3 - 4 tiết làm tiểu luận, bài tập lớn hoặc đồ án, khóa luận tốt nghiệp; một giờ tín chỉ bài tập bằng 2 tiết trên lớp; để tiếp thu được 1 giờ tín chỉ thực hành/bài tập sinh viên phải dành ít nhất 2 tiết chuẩn bị cá nhân;'), 0.4548519672574778)"
Một giờ tín chỉ thực tập tại cơ sở có thể kéo dài bao nhiêu tiết?,"(Document(metadata={}, page_content='Thời gian hoạt động giảng dạy và học tập theo hình thức đào tạo chính quy của đơn vị đào tạo từ 06 giờ đến 20 giờ hàng ngày (trừ Chủ nhật) và thống nhất trong toàn Đại học Quốc gia Hà Nội. Một tiết học là 50 phút. Thời gian nghỉ giữa hai tiết học không quá 10 phút. Thời gian tổ chức những hoạt động đặc thù của chương trình đào tạo được thực hiện theo quy định của đơn vị đào tạo.'), 0.32294000214480845)"
Một giờ tín chỉ thực tập tại cơ sở có thể kéo dài bao nhiêu tiết?,"(Document(metadata={}, page_content='2. Tín chỉ là đại lượng xác định khối lượng kiến thức, kỹ năng mà sinh viên tích lũy được từ học phần trong 15 giờ tín chỉ.'), 0.30573645937278326)"
Một giờ tín chỉ thực tập tại cơ sở có thể kéo dài bao nhiêu tiết?,"(Document(metadata={}, page_content='- Được ưu tiên tạo điều kiện thực tập, bồi dưỡng nâng cao trình độ chuyên môn ở trong và ngoài nước.'), 0.29630306744537793)"
"Một giờ tín chỉ làm tiểu luận, bài tập lớn hoặc đồ án, khóa luận tốt nghiệp tương đương bao nhiêu tiết?","(Document(metadata={}, page_content='b) Một giờ tín chỉ thực hành bằng 2 - 3 tiết thực hành, thí nghiệm hoặc thảo luận; 3 - 6 tiết thực tập tại cơ sở; 3 - 4 tiết làm tiểu luận, bài tập lớn hoặc đồ án, khóa luận tốt nghiệp; một giờ tín chỉ bài tập bằng 2 tiết trên lớp; để tiếp thu được 1 giờ tín chỉ thực hành/bài tập sinh viên phải dành ít nhất 2 tiết chuẩn bị cá nhân;'), 0.5504621352512894)"
"Một giờ tín chỉ làm tiểu luận, bài tập lớn hoặc đồ án, khóa luận tốt nghiệp tương đương bao nhiêu tiết?","(Document(metadata={}, page_content='đ) Khóa luận, đồ án tốt nghiệp là học phần thuộc khối kiến thức bắt buộc, có thời lượng từ 5 đến 10 tín chỉ được quy định cụ thể trong chương trình đào tạo;'), 0.4429097841724615)"
"Một giờ tín chỉ làm tiểu luận, bài tập lớn hoặc đồ án, khóa luận tốt nghiệp tương đương bao nhiêu tiết?","(Document(metadata={}, page_content='- Số lượng khóa luận, đồ án tốt nghiệp tối đa do một giảng viên hướng dẫn trong cùng một thời gian;'), 0.4311318895029407)"
"Một giờ tín chỉ làm tiểu luận, bài tập lớn hoặc đồ án, khóa luận tốt nghiệp tương đương bao nhiêu tiết?","(Document(metadata={}, page_content='a) Một giờ tín chỉ lý thuyết bằng 01 tiết lý thuyết; để tiếp thu được 1 giờ tín chỉ lý thuyết sinh viên phải dành ít nhất 2 tiết chuẩn bị cá nhân;'), 0.4303379271706924)"
Một giờ tín chỉ bài tập trên lớp được tính bằng bao nhiêu tiết?,"(Document(metadata={}, page_content='b) Một giờ tín chỉ thực hành bằng 2 - 3 tiết thực hành, thí nghiệm hoặc thảo luận; 3 - 6 tiết thực tập tại cơ sở; 3 - 4 tiết làm tiểu luận, bài tập lớn hoặc đồ án, khóa luận tốt nghiệp; một giờ tín chỉ bài tập bằng 2 tiết trên lớp; để tiếp thu được 1 giờ tín chỉ thực hành/bài tập sinh viên phải dành ít nhất 2 tiết chuẩn bị cá nhân;'), 0.47211712872202594)"
Một giờ tín chỉ bài tập trên lớp được tính bằng bao nhiêu tiết?,"(Document(metadata={}, page_content='a) Một giờ tín chỉ lý thuyết bằng 01 tiết lý thuyết; để tiếp thu được 1 giờ tín chỉ lý thuyết sinh viên phải dành ít nhất 2 tiết chuẩn bị cá nhân;'), 0.36220029729488834)"
Một giờ tín chỉ bài tập trên lớp được tính bằng bao nhiêu tiết?,"(Document(metadata={}, page_content='c) Một giờ tín chỉ tự học bắt buộc bằng 3 tiết tự học bắt buộc và được kiểm tra đánh giá.'), 0.31863394292614744)"
Một giờ tín chỉ bài tập trên lớp được tính bằng bao nhiêu tiết?,"(Document(metadata={}, page_content='1. Khối lượng kiến thức học tập là tổng số tín chỉ của những học phần (không tính học phần tự chọn tự do) mà sinh viên đã đăng ký học trong học kỳ.'), 0.3088711733776295)"
Một giờ tín chỉ tự học bắt buộc bao gồm bao nhiêu tiết tự học?,"(Document(metadata={}, page_content='c) Một giờ tín chỉ tự học bắt buộc bằng 3 tiết tự học bắt buộc và được kiểm tra đánh giá.'), 0.46810635032403225)"
Một giờ tín chỉ tự học bắt buộc bao gồm bao nhiêu tiết tự học?,"(Document(metadata={}, page_content='b) Một giờ tín chỉ thực hành bằng 2 - 3 tiết thực hành, thí nghiệm hoặc thảo luận; 3 - 6 tiết thực tập tại cơ sở; 3 - 4 tiết làm tiểu luận, bài tập lớn hoặc đồ án, khóa luận tốt nghiệp; một giờ tín chỉ bài tập bằng 2 tiết trên lớp; để tiếp thu được 1 giờ tín chỉ thực hành/bài tập sinh viên phải dành ít nhất 2 tiết chuẩn bị cá nhân;'), 0.4151553679316131)"
Một giờ tín chỉ tự học bắt buộc bao gồm bao nhiêu tiết tự học?,"(Document(metadata={}, page_content='Mỗi học kỳ phụ có ít nhất 5 tuần học và 1 tuần thi, được tổ chức trong thời gian giữa hai học kỳ chính.'), 0.3868649702182516)"
Một giờ tín chỉ tự học bắt buộc bao gồm bao nhiêu tiết tự học?,"(Document(metadata={}, page_content='a) Một giờ tín chỉ lý thuyết bằng 01 tiết lý thuyết; để tiếp thu được 1 giờ tín chỉ lý thuyết sinh viên phải dành ít nhất 2 tiết chuẩn bị cá nhân;'), 0.3719437635867884)"
Giảng viên có vai trò gì trong hình thức dạy học thực hành?,"(Document(metadata={}, page_content='1. Hình thức dạy học'), 0.4596805209571283)"
Giảng viên có vai trò gì trong hình thức dạy học thực hành?,"(Document(metadata={}, page_content='b) Thực hành: sinh viên học tập qua thực hành, thực tập, làm thí nghiệm, làm bài tập, thảo luận, đọc và nghiên cứu tài liệu dưới sự hướng dẫn của giảng viên;'), 0.40278016812499584)"
Giảng viên có vai trò gì trong hình thức dạy học thực hành?,"(Document(metadata={}, page_content='- Hình thức kiểm tra, đánh giá: Bên cạnh hình thức thi viết truyền thống, tăng cường các hình thức thi vấn đáp và thi trắc nghiệm, đồng thời sử dụng những phần mềm chuyên dụng để sinh viên tự kiểm tra, đánh giá. Đối với một số học phần có thể đánh giá kết quả học tập qua hoạt động seminar, tự học ở nhà, thực tập thực tế và viết tiểu luận.'), 0.3684652577386387)"
Giảng viên có vai trò gì trong hình thức dạy học thực hành?,"(Document(metadata={}, page_content='b) Hướng dẫn phương pháp học tập, nghiên cứu, phát triển các kỹ năng cho sinh viên; thường xuyên theo dõi kết quả học tập của sinh viên;'), 0.35926801460343993)"
Sinh viên có phải tham gia các lớp học trực tuyến không?,"(Document(metadata={}, page_content='a) Lý thuyết: sinh viên học tập trên lớp qua bài giảng trực tiếp của giảng viên tại lớp học hoặc qua các lớp học trực tuyến;'), 0.45118127178011846)"
Sinh viên có phải tham gia các lớp học trực tuyến không?,"(Document(metadata={}, page_content='a) Thủ trưởng đơn vị đào tạo quyết định tổ chức các lớp học theo phương thức trực tuyến khi đáp ứng các quy định hiện hành về ứng dụng công nghệ thông tin trong quản lý và tổ chức đào tạo qua mạng; có các giải pháp bảo đảm chất lượng và minh chứng về chất lượng tổ chức lớp học theo phương thức trực tuyến và không thấp hơn chất lượng lớp học theo phương thức trực tiếp;'), 0.355538692859802)"
Sinh viên có phải tham gia các lớp học trực tuyến không?,"(Document(metadata={}, page_content='3. Dạy và học trực tuyến'), 0.34039962916838584)"
Sinh viên có phải tham gia các lớp học trực tuyến không?,"(Document(metadata={}, page_content='e) Đối với các học phần chuyên môn thuộc khối kiến thức cơ bản trùng với học phần mà sinh viên đã đạt giải quốc gia, quốc tế, sinh viên có thể đăng ký tự học và nếu được thủ trưởng đơn vị đào tạo đồng ý, sinh viên có thể không lên lớp thường xuyên, nhưng phải dự thi tích lũy học phần;'), 0.32311714534909974)"
Sinh viên tự học có được kiểm tra đánh giá không?,"(Document(metadata={}, page_content='2. Kiểm tra đánh giá thường xuyên là hoạt động của giảng viên sử dụng các kỹ thuật đánh giá khác nhau trong các hình thức dạy học nhằm kiểm tra việc nắm vững kiến thức và rèn luyện kỹ năng đã được xác định trong mục tiêu của học phần, đồng thời qua đó có được những thông tin phản hồi giúp giảng viên, sinh viên điều chỉnh cách dạy, cách học, thay đổi phương pháp dạy và học cho phù hợp.'), 0.5504242452344781)"
Sinh viên tự học có được kiểm tra đánh giá không?,"(Document(metadata={}, page_content='Sinh viên chưa có điểm đánh giá bộ phận vì có lý do chính đáng được Chủ nhiệm Khoa/Bộ môn và giảng viên đồng ý tổ chức kiểm tra đánh giá bổ sung cho sinh viên.'), 0.5335998555116569)"
Sinh viên tự học có được kiểm tra đánh giá không?,"(Document(metadata={}, page_content='3. Kiểm tra đánh giá giữa kỳ là hoạt động của giảng viên vào những thời điểm đã được quy định trong đề cương học phần, nhằm đánh giá mức độ đạt mục tiêu học phần ở giai đoạn tương ứng của sinh viên.'), 0.525487598697674)"
Sinh viên tự học có được kiểm tra đánh giá không?,"(Document(metadata={}, page_content='Kết quả học tập của sinh viên được đánh giá sau mỗi học kỳ chính theo các tiêu chí sau:'), 0.49912040382871314)"
Hình thức dạy học tự học có yêu cầu gì đặc biệt?,"(Document(metadata={}, page_content='1. Hình thức dạy học'), 0.5468109537647907)"
Hình thức dạy học tự học có yêu cầu gì đặc biệt?,"(Document(metadata={}, page_content='2. Buộc thôi học'), 0.38100946640778466)"
Hình thức dạy học tự học có yêu cầu gì đặc biệt?,"(Document(metadata={}, page_content='1. Đào tạo văn bằng thứ hai theo hình thức vừa làm vừa học dành cho người đã có bằng đại học.'), 0.3011637370435938)"
Hình thức dạy học tự học có yêu cầu gì đặc biệt?,"(Document(metadata={}, page_content='e) Đáp ứng những yêu cầu về kết quả học tập đối với một số học phần chuyên môn đặc thù mà Đại học Quốc gia Hà Nội và đơn vị đào tạo có quy định bằng văn bản;'), 0.296887728527921)"
Tại sao em cần phải chuẩn bị ít nhất 2 tiết trước mỗi giờ học lý thuyết khi lên đại học?,"(Document(metadata={}, page_content='2. Buộc thôi học'), 0.40070215990601477)"
Tại sao em cần phải chuẩn bị ít nhất 2 tiết trước mỗi giờ học lý thuyết khi lên đại học?,"(Document(metadata={}, page_content='a) Một giờ tín chỉ lý thuyết bằng 01 tiết lý thuyết; để tiếp thu được 1 giờ tín chỉ lý thuyết sinh viên phải dành ít nhất 2 tiết chuẩn bị cá nhân;'), 0.3821415307587872)"
Tại sao em cần phải chuẩn bị ít nhất 2 tiết trước mỗi giờ học lý thuyết khi lên đại học?,"(Document(metadata={}, page_content='d) Học phần tiên quyết của một học phần: sinh viên phải tích lũy trước khi học học phần đó;'), 0.34492228104154443)"
Tại sao em cần phải chuẩn bị ít nhất 2 tiết trước mỗi giờ học lý thuyết khi lên đại học?,"(Document(metadata={}, page_content='b) Một giờ tín chỉ thực hành bằng 2 - 3 tiết thực hành, thí nghiệm hoặc thảo luận; 3 - 6 tiết thực tập tại cơ sở; 3 - 4 tiết làm tiểu luận, bài tập lớn hoặc đồ án, khóa luận tốt nghiệp; một giờ tín chỉ bài tập bằng 2 tiết trên lớp; để tiếp thu được 1 giờ tín chỉ thực hành/bài tập sinh viên phải dành ít nhất 2 tiết chuẩn bị cá nhân;'), 0.3404295534308286)"
Khi nào em nên bắt đầu chuẩn bị cho giờ học lý thuyết ở đại học?,"(Document(metadata={}, page_content='a) Trước khi bắt đầu mỗi học kỳ, tùy theo khả năng và điều kiện học tập, sinh viên tham khảo ý kiến tư vấn của cố vấn học tập để đăng ký các học phần dự định sẽ học trong học kỳ đó;'), 0.3178910204274459)"
Khi nào em nên bắt đầu chuẩn bị cho giờ học lý thuyết ở đại học?,"(Document(metadata={}, page_content='a) Một giờ tín chỉ lý thuyết bằng 01 tiết lý thuyết; để tiếp thu được 1 giờ tín chỉ lý thuyết sinh viên phải dành ít nhất 2 tiết chuẩn bị cá nhân;'), 0.2672787245120477)"
Khi nào em nên bắt đầu chuẩn bị cho giờ học lý thuyết ở đại học?,"(Document(metadata={}, page_content='1. Đào tạo văn bằng thứ hai theo hình thức vừa làm vừa học dành cho người đã có bằng đại học.'), 0.25406341157406287)"
Khi nào em nên bắt đầu chuẩn bị cho giờ học lý thuyết ở đại học?,"(Document(metadata={}, page_content='2. Trên cơ sở kế hoạch năm học do Đại học Quốc gia Hà Nội ban hành, đơn vị đào tạo xây dựng kế hoạch tổ chức đào tạo, lịch trình đào tạo chi tiết theo kế hoạch thống nhất, đảm bảo liên thông trong toàn Đại học Quốc gia Hà Nội và báo cáo Đại học Quốc gia Hà Nội trước ngày 31 tháng 7 hàng năm;'), 0.23772265693790418)"
Em cần dành bao nhiêu thời gian để chuẩn bị cho một giờ tín chỉ lý thuyết?,"(Document(metadata={}, page_content='a) Một giờ tín chỉ lý thuyết bằng 01 tiết lý thuyết; để tiếp thu được 1 giờ tín chỉ lý thuyết sinh viên phải dành ít nhất 2 tiết chuẩn bị cá nhân;'), 0.46037611254495214)"
Em cần dành bao nhiêu thời gian để chuẩn bị cho một giờ tín chỉ lý thuyết?,"(Document(metadata={}, page_content='b) Một giờ tín chỉ thực hành bằng 2 - 3 tiết thực hành, thí nghiệm hoặc thảo luận; 3 - 6 tiết thực tập tại cơ sở; 3 - 4 tiết làm tiểu luận, bài tập lớn hoặc đồ án, khóa luận tốt nghiệp; một giờ tín chỉ bài tập bằng 2 tiết trên lớp; để tiếp thu được 1 giờ tín chỉ thực hành/bài tập sinh viên phải dành ít nhất 2 tiết chuẩn bị cá nhân;'), 0.37172561149889594)"
Em cần dành bao nhiêu thời gian để chuẩn bị cho một giờ tín chỉ lý thuyết?,"(Document(metadata={}, page_content='c) Một giờ tín chỉ tự học bắt buộc bằng 3 tiết tự học bắt buộc và được kiểm tra đánh giá.'), 0.24514319967412623)"
Em cần dành bao nhiêu thời gian để chuẩn bị cho một giờ tín chỉ lý thuyết?,"(Document(metadata={}, page_content='2. Tín chỉ là đại lượng xác định khối lượng kiến thức, kỹ năng mà sinh viên tích lũy được từ học phần trong 15 giờ tín chỉ.'), 0.23460421161658307)"
"Em có cần tham gia vào các lớp học trực tuyến không, hay chỉ cần học trực tiếp trên lớp?","(Document(metadata={}, page_content='a) Lý thuyết: sinh viên học tập trên lớp qua bài giảng trực tiếp của giảng viên tại lớp học hoặc qua các lớp học trực tuyến;'), 0.5014923020223607)"
"Em có cần tham gia vào các lớp học trực tuyến không, hay chỉ cần học trực tiếp trên lớp?","(Document(metadata={}, page_content='3. Dạy và học trực tuyến'), 0.38919501659132794)"
"Em có cần tham gia vào các lớp học trực tuyến không, hay chỉ cần học trực tiếp trên lớp?","(Document(metadata={}, page_content='e) Đối với các học phần chuyên môn thuộc khối kiến thức cơ bản trùng với học phần mà sinh viên đã đạt giải quốc gia, quốc tế, sinh viên có thể đăng ký tự học và nếu được thủ trưởng đơn vị đào tạo đồng ý, sinh viên có thể không lên lớp thường xuyên, nhưng phải dự thi tích lũy học phần;'), 0.35920032676473146)"
"Em có cần tham gia vào các lớp học trực tuyến không, hay chỉ cần học trực tiếp trên lớp?","(Document(metadata={}, page_content='b) Đối với đào tạo theo hình thức chính quy và vừa làm vừa học, tối đa 30% tổng khối lượng của chương trình đào tạo được thực hiện bằng lớp học trực tuyến. Trong trường hợp thiên tai, dịch bệnh phức tạp và các trường hợp bất khả kháng khác, đơn vị đào tạo thực hiện theo hướng dẫn của Bộ Giáo dục và Đào tạo và của Đại học Quốc gia Hà Nội.'), 0.3196202213281508)"
Tại sao em cần phải tham gia các giờ tín chỉ thực hành dưới sự hướng dẫn của giảng viên?,"(Document(metadata={}, page_content='b) Một giờ tín chỉ thực hành bằng 2 - 3 tiết thực hành, thí nghiệm hoặc thảo luận; 3 - 6 tiết thực tập tại cơ sở; 3 - 4 tiết làm tiểu luận, bài tập lớn hoặc đồ án, khóa luận tốt nghiệp; một giờ tín chỉ bài tập bằng 2 tiết trên lớp; để tiếp thu được 1 giờ tín chỉ thực hành/bài tập sinh viên phải dành ít nhất 2 tiết chuẩn bị cá nhân;'), 0.31379122788539715)"
Tại sao em cần phải tham gia các giờ tín chỉ thực hành dưới sự hướng dẫn của giảng viên?,"(Document(metadata={}, page_content='- Tích cực tham gia nghiên cứu khoa học dưới sự hướng dẫn của giảng viên hướng dẫn, tham gia các nhóm nghiên cứu;'), 0.31067897815080725)"
Tại sao em cần phải tham gia các giờ tín chỉ thực hành dưới sự hướng dẫn của giảng viên?,"(Document(metadata={}, page_content='b) Thực hành: sinh viên học tập qua thực hành, thực tập, làm thí nghiệm, làm bài tập, thảo luận, đọc và nghiên cứu tài liệu dưới sự hướng dẫn của giảng viên;'), 0.306130026644178)"
Tại sao em cần phải tham gia các giờ tín chỉ thực hành dưới sự hướng dẫn của giảng viên?,"(Document(metadata={}, page_content='3. Trách nhiệm của giáo viên chủ nhiệm, cố vấn học tập'), 0.3003337391558687)"
Làm thế nào để em có thể đảm bảo tiếp thu được kiến thức trong giờ tín chỉ lý thuyết?,"(Document(metadata={}, page_content='a) Một giờ tín chỉ lý thuyết bằng 01 tiết lý thuyết; để tiếp thu được 1 giờ tín chỉ lý thuyết sinh viên phải dành ít nhất 2 tiết chuẩn bị cá nhân;'), 0.36038794066207147)"
Làm thế nào để em có thể đảm bảo tiếp thu được kiến thức trong giờ tín chỉ lý thuyết?,"(Document(metadata={}, page_content='1. Hình thức dạy học'), 0.352199988108163)"
Làm thế nào để em có thể đảm bảo tiếp thu được kiến thức trong giờ tín chỉ lý thuyết?,"(Document(metadata={}, page_content='c) Một giờ tín chỉ tự học bắt buộc bằng 3 tiết tự học bắt buộc và được kiểm tra đánh giá.'), 0.3447485095851339)"
Làm thế nào để em có thể đảm bảo tiếp thu được kiến thức trong giờ tín chỉ lý thuyết?,"(Document(metadata={}, page_content='b) Sử dụng linh hoạt các phương pháp giảng dạy tiên tiến, công nghệ dạy học hiện đại; tăng cường thuyết trình kèm theo đối thoại; thảo luận nhóm theo chủ đề; sử dụng công nghệ, trang thiết bị hiện đại nhằm phát huy tính chủ động khám phá tri thức cho người học ở các bậc nhận thức cao;'), 0.33708536958888324)"
Em cần chuẩn bị bao nhiêu thời gian cho mỗi giờ tín chỉ thực hành?,"(Document(metadata={}, page_content='b) Một giờ tín chỉ thực hành bằng 2 - 3 tiết thực hành, thí nghiệm hoặc thảo luận; 3 - 6 tiết thực tập tại cơ sở; 3 - 4 tiết làm tiểu luận, bài tập lớn hoặc đồ án, khóa luận tốt nghiệp; một giờ tín chỉ bài tập bằng 2 tiết trên lớp; để tiếp thu được 1 giờ tín chỉ thực hành/bài tập sinh viên phải dành ít nhất 2 tiết chuẩn bị cá nhân;'), 0.42998330358732173)"
Em cần chuẩn bị bao nhiêu thời gian cho mỗi giờ tín chỉ thực hành?,"(Document(metadata={}, page_content='a) Một giờ tín chỉ lý thuyết bằng 01 tiết lý thuyết; để tiếp thu được 1 giờ tín chỉ lý thuyết sinh viên phải dành ít nhất 2 tiết chuẩn bị cá nhân;'), 0.31882845063202525)"
Em cần chuẩn bị bao nhiêu thời gian cho mỗi giờ tín chỉ thực hành?,"(Document(metadata={}, page_content='Thời gian hoạt động giảng dạy và học tập theo hình thức đào tạo chính quy của đơn vị đào tạo từ 06 giờ đến 20 giờ hàng ngày (trừ Chủ nhật) và thống nhất trong toàn Đại học Quốc gia Hà Nội. Một tiết học là 50 phút. Thời gian nghỉ giữa hai tiết học không quá 10 phút. Thời gian tổ chức những hoạt động đặc thù của chương trình đào tạo được thực hiện theo quy định của đơn vị đào tạo.'), 0.25251282901734706)"
Em cần chuẩn bị bao nhiêu thời gian cho mỗi giờ tín chỉ thực hành?,"(Document(metadata={}, page_content='2. Tín chỉ là đại lượng xác định khối lượng kiến thức, kỹ năng mà sinh viên tích lũy được từ học phần trong 15 giờ tín chỉ.'), 0.24029117017985502)"
Có cần phải kiểm tra đánh giá kết quả tự học không?,"(Document(metadata={}, page_content='2. Kiểm tra đánh giá thường xuyên là hoạt động của giảng viên sử dụng các kỹ thuật đánh giá khác nhau trong các hình thức dạy học nhằm kiểm tra việc nắm vững kiến thức và rèn luyện kỹ năng đã được xác định trong mục tiêu của học phần, đồng thời qua đó có được những thông tin phản hồi giúp giảng viên, sinh viên điều chỉnh cách dạy, cách học, thay đổi phương pháp dạy và học cho phù hợp.'), 0.574356237343328)"
Có cần phải kiểm tra đánh giá kết quả tự học không?,"(Document(metadata={}, page_content='- Hình thức kiểm tra, đánh giá: Bên cạnh hình thức thi viết truyền thống, tăng cường các hình thức thi vấn đáp và thi trắc nghiệm, đồng thời sử dụng những phần mềm chuyên dụng để sinh viên tự kiểm tra, đánh giá. Đối với một số học phần có thể đánh giá kết quả học tập qua hoạt động seminar, tự học ở nhà, thực tập thực tế và viết tiểu luận.'), 0.46587762497477614)"
Có cần phải kiểm tra đánh giá kết quả tự học không?,"(Document(metadata={}, page_content='c) Một giờ tín chỉ tự học bắt buộc bằng 3 tiết tự học bắt buộc và được kiểm tra đánh giá.'), 0.45194261245161926)"
Có cần phải kiểm tra đánh giá kết quả tự học không?,"(Document(metadata={}, page_content='Điều 38. Tổ chức kiểm tra đánh giá và thi kết thúc học phần'), 0.43788250808208207)"
Tại sao cần phải yêu cầu sinh viên chuẩn bị cá nhân trước mỗi giờ tín chỉ lý thuyết?,"(Document(metadata={}, page_content='a) Một giờ tín chỉ lý thuyết bằng 01 tiết lý thuyết; để tiếp thu được 1 giờ tín chỉ lý thuyết sinh viên phải dành ít nhất 2 tiết chuẩn bị cá nhân;'), 0.4096385561957796)"
Tại sao cần phải yêu cầu sinh viên chuẩn bị cá nhân trước mỗi giờ tín chỉ lý thuyết?,"(Document(metadata={}, page_content='d) Vì lý do cá nhân khác nhưng phải học tối thiểu 01 học kỳ và không thuộc các trường hợp bị xem xét buộc thôi học hoặc xem xét kỷ luật và phải đạt điểm trung bình chung tích lũy tổi thiểu 2,0. Thời gian nghỉ học tạm thời vì nhu cầu cá nhân được tính vào thời gian tối đa được phép học.'), 0.32512788719785746)"
Tại sao cần phải yêu cầu sinh viên chuẩn bị cá nhân trước mỗi giờ tín chỉ lý thuyết?,"(Document(metadata={}, page_content='Điều 35. Nghĩa vụ của sinh viên'), 0.2871332619085597)"
Tại sao cần phải yêu cầu sinh viên chuẩn bị cá nhân trước mỗi giờ tín chỉ lý thuyết?,"(Document(metadata={}, page_content='a) Học phần bắt buộc: sinh viên bắt buộc phải tích lũy;'), 0.27341446271826375)"
Làm thế nào để đảm bảo sinh viên hiểu rõ và áp dụng được kiến thức trong giờ tín chỉ thực hành?,"(Document(metadata={}, page_content='- Tự giác áp dụng và hướng dẫn sinh viên áp dụng phương pháp dạy-học, kiểm tra đánh giá tiên tiến phù hợp;'), 0.4124514790122452)"
Làm thế nào để đảm bảo sinh viên hiểu rõ và áp dụng được kiến thức trong giờ tín chỉ thực hành?,"(Document(metadata={}, page_content='c) Tự học: sinh viên tự học tập và nghiên cứu theo kế hoạch và nội dung do giảng viên giao và được kiểm tra đánh giá.'), 0.38990321008685647)"
Làm thế nào để đảm bảo sinh viên hiểu rõ và áp dụng được kiến thức trong giờ tín chỉ thực hành?,"(Document(metadata={}, page_content='b) Thực hành: sinh viên học tập qua thực hành, thực tập, làm thí nghiệm, làm bài tập, thảo luận, đọc và nghiên cứu tài liệu dưới sự hướng dẫn của giảng viên;'), 0.3777213378743587)"
Làm thế nào để đảm bảo sinh viên hiểu rõ và áp dụng được kiến thức trong giờ tín chỉ thực hành?,"(Document(metadata={}, page_content='c) Giúp đỡ sinh viên giải quyết những khó khăn vướng mắc trong học tập; nhắc nhở sinh viên khi thấy kết quả học tập của sinh viên giảm sút;'), 0.3688075744422442)"
